urls,problem_texts,constraints,input_texts,output_texts,tag
https://atcoder.jp/contests/agc023/tasks/agc023_b,"
Problem StatementSnuke has two boards, each divided into a grid with N rows and N columns.
For both of these boards, the square at the i-th row from the top and the j-th column from the left is called Square (i,j).
There is a lowercase English letter written in each square on the first board. The letter written in Square (i,j) is S_{i,j}. On the second board, nothing is written yet.
Snuke will write letters on the second board, as follows:

First, choose two integers A and B ( 0 \leq A, B < N ).
Write one letter in each square on the second board.
Specifically, write the letter written in Square ( i+A, j+B ) on the first board into Square (i,j) on the second board.
Here, the k-th row is also represented as the (N+k)-th row, and the k-th column is also represented as the (N+k)-th column.

After this operation, the second board is called a good board when, for every i and j ( 1 \leq i, j \leq N ), the letter in Square (i,j) and the letter in Square (j,i) are equal.
Find the number of the ways to choose integers A and B ( 0 \leq A, B < N ) such that the second board is a good board.
","
Constraints
1 \leq N \leq 300
S_{i,j} ( 1 \leq i, j \leq N ) is a lowercase English letter.

","
InputInput is given from Standard Input in the following format:
N
S_{1,1}S_{1,2}..S_{1,N}
S_{2,1}S_{2,2}..S_{2,N}
:
S_{N,1}S_{N,2}..S_{N,N}

","
OutputPrint the number of the ways to choose integers A and B ( 0 \leq A, B < N ) such that the second board is a good board.
",Ad-Hoc
https://atcoder.jp/contests/arc093/tasks/arc093_b,"
Problem StatementYou are given two integers A and B.
Print a grid where each square is painted white or black that satisfies the following conditions, in the format specified in Output section:

Let the size of the grid be h \times w (h vertical, w horizontal). Both h and w are at most 100.
The set of the squares painted white is divided into exactly A connected components.
The set of the squares painted black is divided into exactly B connected components.

It can be proved that there always exist one or more solutions under the conditions specified in Constraints section.
If there are multiple solutions, any of them may be printed.
","
NotesTwo squares painted white, c_1 and c_2, are called connected when the square c_2 can be reached from the square c_1 passing only white squares by repeatedly moving up, down, left or right to an adjacent square.
A set of squares painted white, S, forms a connected component when the following conditions are met:

Any two squares in S are connected.
No pair of a square painted white that is not included in S and a square included in S is connected.

A connected component of squares painted black is defined similarly.
","
Constraints
1 \leq A \leq 500
1 \leq B \leq 500

","
InputInput is given from Standard Input in the following format:
A B

",Ad-Hoc
https://atcoder.jp/contests/abc175/tasks/abc175_d,"
Problem StatementTakahashi will play a game using a piece on an array of squares numbered 1, 2, \cdots, N. Square i has an integer C_i written on it. Also, he is given a permutation of 1, 2, \cdots, N: P_1, P_2, \cdots, P_N.
Now, he will choose one square and place the piece on that square. Then, he will make the following move some number of times between 1 and K (inclusive):

In one move, if the piece is now on Square i (1 \leq i \leq N), move it to Square P_i. Here, his score increases by C_{P_i}.

Help him by finding the maximum possible score at the end of the game. (The score is 0 at the beginning of the game.)
","
Constraints
2 \leq N \leq 5000
1 \leq K \leq 10^9
1 \leq P_i \leq N
P_i \neq i
P_1, P_2, \cdots, P_N are all different.
-10^9 \leq C_i \leq 10^9
All values in input are integers.

","
InputInput is given from Standard Input in the following format:
N K
P_1 P_2 \cdots P_N
C_1 C_2 \cdots C_N

","
OutputPrint the maximum possible score at the end of the game.
",Ad-Hoc
https://atcoder.jp/contests/abc095/tasks/arc096_b,"
Problem Statement""Teishi-zushi"", a Japanese restaurant, is a plain restaurant with only one round counter. The outer circumference of the counter is C meters. Customers cannot go inside the counter.
Nakahashi entered Teishi-zushi, and he was guided to the counter. Now, there are N pieces of sushi (vinegared rice with seafood and so on) on the counter. The distance measured clockwise from the point where Nakahashi is standing to the point where the i-th sushi is placed, is x_i meters. Also, the i-th sushi has a nutritive value of v_i kilocalories.
Nakahashi can freely walk around the circumference of the counter. When he reach a point where a sushi is placed, he can eat that sushi and take in its nutrition (naturally, the sushi disappears). However, while walking, he consumes 1 kilocalories per meter.
Whenever he is satisfied, he can leave the restaurant from any place (he does not have to return to the initial place). On balance, at most how much nutrition can he take in before he leaves? That is, what is the maximum possible value of the total nutrition taken in minus the total energy consumed? Assume that there are no other customers, and no new sushi will be added to the counter. Also, since Nakahashi has plenty of nutrition in his body, assume that no matter how much he walks and consumes energy, he never dies from hunger.
","
Constraints
1 ≤ N ≤ 10^5
2 ≤ C ≤ 10^{14}
1 ≤ x_1 < x_2 < ... < x_N < C
1 ≤ v_i ≤ 10^9
All values in input are integers.

","
Subscores
300 points will be awarded for passing the test set satisfying N ≤ 100.

","
InputInput is given from Standard Input in the following format:
N C
x_1 v_1
x_2 v_2
:
x_N v_N

",Ad-Hoc
https://atcoder.jp/contests/sumitrust2019/tasks/sumitb2019_f,"
Problem Statement
Takahashi and Aoki are training for long-distance races in an infinitely long straight course running from west to east.
They start simultaneously at the same point and moves as follows towards the east:

Takahashi runs A_1 meters per minute for the first T_1 minutes,  then runs at A_2 meters per minute for the subsequent T_2 minutes, and alternates between these two modes forever.
Aoki runs B_1 meters per minute for the first T_1 minutes,  then runs at B_2 meters per minute for the subsequent T_2 minutes, and alternates between these two modes forever.

How many times will Takahashi and Aoki meet each other, that is, come to the same point? We do not count the start of the run. If they meet infinitely many times, report that fact.
","
Constraints

1 \leq T_i \leq 100000
1 \leq A_i \leq 10^{10}
1 \leq B_i \leq 10^{10}
A_1 \neq B_1
A_2 \neq B_2
All values in input are integers.

","
Input
Input is given from Standard Input in the following format:
T_1 T_2
A_1 A_2
B_1 B_2

","
Output
Print the number of times Takahashi and Aoki will meet each other.
If they meet infinitely many times, print infinity instead.  
",Ad-Hoc
https://atcoder.jp/contests/agc003/tasks/agc003_c,"
Problem StatementSnuke got an integer sequence of length N from his mother, as a birthday present. The i-th (1 ≦ i ≦ N) element of the sequence is a_i. The elements are pairwise distinct.
He is sorting this sequence in increasing order.
With supernatural power, he can perform the following two operations on the sequence in any order:

Operation 1: choose 2 consecutive elements, then reverse the order of those elements.
Operation 2: choose 3 consecutive elements, then reverse the order of those elements.

Snuke likes Operation 2, but not Operation 1. Find the minimum number of Operation 1 that he has to perform in order to sort the sequence in increasing order.
","
Constraints
1 ≦ N ≦ 10^5
0 ≦ A_i ≦ 10^9
If i ≠ j, then A_i ≠ A_j.
All input values are integers.

","
InputThe input is given from Standard Input in the following format:
N
A_1
:
A_N

","
OutputPrint the minimum number of times Operation 1 that Snuke has to perform.
",Ad-Hoc
https://atcoder.jp/contests/arc086/tasks/arc086_b,"
Problem StatementSnuke has an integer sequence, a, of length N. The i-th element of a (1-indexed) is a_{i}.
He can perform the following operation any number of times:

Operation: Choose integers x and y between 1 and N (inclusive), and add a_x to a_y.

He would like to perform this operation between 0 and 2N times (inclusive) so that a satisfies the condition below. Show one such sequence of operations.
It can be proved that such a sequence of operations always exists under the constraints in this problem.

Condition: a_1 \leq a_2 \leq ...  \leq a_{N}

","
Constraints
2 \leq N \leq 50
-10^{6} \leq a_i \leq 10^{6}
All input values are integers.

","
InputInput is given from Standard Input in the following format:
N
a_1 a_2 ... a_{N}

","
OutputLet m be the number of operations in your solution. In the first line, print m.
In the i-th of the subsequent m lines, print the numbers x and y chosen in the i-th operation, with a space in between.
The output will be considered correct if m is between 0 and 2N (inclusive) and a satisfies the condition after the m operations.
",Ad-Hoc
https://atcoder.jp/contests/abc173/tasks/abc173_e,"
Problem StatementGiven are N integers A_1,\ldots,A_N.
We will choose exactly K of these elements. Find the maximum possible product of the chosen elements.
Then, print the maximum product modulo (10^9+7), using an integer between 0 and 10^9+6 (inclusive).
","
Constraints
1 \leq K \leq N \leq 2\times 10^5
|A_i| \leq 10^9

","
InputInput is given from Standard Input in the following format:
N K
A_1 \ldots A_N

","
OutputPrint the maximum product modulo (10^9+7), using an integer between 0 and 10^9+6 (inclusive).
",Ad-Hoc
https://atcoder.jp/contests/agc038/tasks/agc038_b,"
Problem StatementSnuke has a permutation (P_0,P_1,\cdots,P_{N-1}) of (0,1,\cdots,N-1).
Now, he will perform the following operation exactly once:

Choose K consecutive elements in P and sort them in ascending order.

Find the number of permutations that can be produced as P after the operation.
","
Constraints
2 \leq N \leq 200000
2 \leq K \leq N
0 \leq P_i \leq N-1
P_0,P_1,\cdots,P_{N-1} are all different.
All values in input are integers.

","
InputInput is given from Standard Input in the following format:
N K
P_0 P_1 \cdots P_{N-1}

","
OutputPrint the number of permutations that can be produced as P after the operation.
",Ad-Hoc
https://atcoder.jp/contests/ddcc2020-qual/tasks/ddcc2020_qual_d,"
Problem Statement
N programmers are going to participate in the preliminary stage of DDCC 20XX. Due to the size of the venue, however, at most 9 contestants can participate in the finals.
The preliminary stage consists of several rounds, which will take place as follows:

All the N contestants will participate in the first round.
When X contestants participate in some round, the number of contestants advancing to the next round will be decided as follows:
The organizer will choose two consecutive digits in the decimal notation of X, and replace them with the sum of these digits. The number resulted will be the number of contestants advancing to the next round.
For example, when X = 2378, the number of contestants advancing to the next round will be 578 (if 2 and 3 are chosen), 2108 (if 3 and 7 are chosen), or 2315 (if 7 and 8 are chosen).
When X = 100, the number of contestants advancing to the next round will be 10, no matter which two digits are chosen.


The preliminary stage ends when 9 or fewer contestants remain.

Ringo, the chief organizer, wants to hold as many rounds as possible.
Find the maximum possible number of rounds in the preliminary stage.
Since the number of contestants, N, can be enormous, it is given to you as two integer sequences d_1, \ldots, d_M and c_1, \ldots, c_M, which means the following: the decimal notation of N consists of c_1 + c_2 + \ldots + c_M digits, whose first c_1 digits are all d_1, the following c_2 digits are all d_2, \ldots, and the last c_M digits are all d_M.
","
Constraints

1 \leq M \leq 200000
0 \leq d_i \leq 9
d_1 \neq 0
d_i \neq d_{i+1}
c_i \geq 1
2 \leq c_1 + \ldots + c_M \leq 10^{15}

","
Input
Input is given from Standard Input in the following format:
M
d_1 c_1
d_2 c_2
:
d_M c_M

","
Output
Print the maximum possible number of rounds in the preliminary stage.
",Ad-Hoc
